gender,event,medal,athlete,alpha_3,country,grp_id,type,year,guide,country_name,iso_n3,athlete_country
Men,4x400 m T10-12,Gold,SANCHEZ Jose Antonio,ESP,Spain,2.0,Athletics,1996,,Spain,724,SANCHEZ Jose Antonio - ESP
Men,4x400 m T10-12,Gold,SANCHEZ Sergio,ESP,Spain,3.0,Athletics,1996,,Spain,724,SANCHEZ Sergio - ESP
Men,4x400 m T10-12,Gold,SANCHEZ-GUIJO Enrique,ESP,Spain,4.0,Athletics,1996,,Spain,724,SANCHEZ-GUIJO Enrique - ESP
Men,4x400 m T10-12,Silver,FRANZKA Gerd,DEU,Germany,1.0,Athletics,1996,,Germany,276,FRANZKA Gerd - DEU
Men,4x400 m T10-12,Silver,GEFFERS Holger,DEU,Germany,2.0,Athletics,1996,,Germany,276,GEFFERS Holger - DEU
Men,4x400 m T10-12,Silver,GEFFERS Ingo,DEU,Germany,3.0,Athletics,1996,,Germany,276,GEFFERS Ingo - DEU
Men,4x400 m T10-12,Silver,VALIDIS Thomas,DEU,Germany,4.0,Athletics,1996,,Germany,276,VALIDIS Thomas - DEU
Men,4x400 m T10-12,Bronze,HAYNES Winford,USA,United States of America,1.0,Athletics,1996,,United States of America,840,HAYNES Winford - USA
Men,4x400 m T10-12,Bronze,HOGANS Kelvin,USA,United States of America,2.0,Athletics,1996,,United States of America,840,HOGANS Kelvin - USA
Men,4x400 m T10-12,Bronze,MALLINCKRODT Craig,USA,United States of America,3.0,Athletics,1996,,United States of America,840,MALLINCKRODT Craig - USA
Men,4x400 m T10-12,Bronze,MUNRO Edward,USA,United States of America,4.0,Athletics,1996,,United States of America,840,MUNRO Edward - USA
Men,4x400 m T52-53,Gold,ISSORAT Claude,FRA,France,1.0,Athletics,1996,,France,250,ISSORAT Claude - FRA
Men,4x400 m T52-53,Gold,BADID Mustapha,FRA,France,2.0,Athletics,1996,,France,250,BADID Mustapha - FRA
Men,4x400 m T52-53,Gold,COUPRIE Philippe,FRA,France,3.0,Athletics,1996,,France,250,COUPRIE Philippe - FRA
Men,4x400 m T52-53,Gold,TOLLE Charles,FRA,France,4.0,Athletics,1996,,France,250,TOLLE Charles - FRA
Men,4x400 m T52-53,Silver,NIETLISPACH Franz,CHE,Switzerland,1.0,Athletics,1996,,Switzerland,756,NIETLISPACH Franz - CHE
Men,4x400 m T52-53,Silver,FREI Heinz,CHE,Switzerland,2.0,Athletics,1996,,Switzerland,756,FREI Heinz - CHE
Men,4x400 m T52-53,Silver,BOGLI Daniel,CHE,Switzerland,3.0,Athletics,1996,,Switzerland,756,BOGLI Daniel - CHE
Men,4x400 m T52-53,Silver,MULLER Guido,CHE,Switzerland,4.0,Athletics,1996,,Switzerland,756,MULLER Guido - CHE
Men,4x400 m T52-53,Bronze,ADAMS Jeff,CAN,Canada,1.0,Athletics,1996,,Canada,124,ADAMS Jeff - CAN
Men,4x400 m T52-53,Bronze,MATHIESON Colin,CAN,Canada,2.0,Athletics,1996,,Canada,124,MATHIESON Colin - CAN
Men,4x400 m T52-53,Bronze,MARQUIS Carl,CAN,Canada,3.0,Athletics,1996,,Canada,124,MARQUIS Carl - CAN
Men,4x400 m T52-53,Bronze,QUESSY Marc,CAN,Canada,4.0,Athletics,1996,,Canada,124,QUESSY Marc - CAN
Men,100 m T11,Gold,RICCI Lorenyo,ITA,,,Athletics,2000,,Italy,380,RICCI Lorenyo - ITA
Men,100 m T11,Silver,NOVAK Petr,CZE,,,Athletics,2000,,Czechia,203,NOVAK Petr - CZE
Men,100 m T11,Bronze,IVANYUKHIN Oleksandr,UKR,,,Athletics,2000,,Ukraine,804,IVANYUKHIN Oleksandr - UKR
Men,100 m T12,Gold,LI Qiang,CHN,,,Athletics,2000,,China,156,LI Qiang - CHN
Men,100 m T12,Silver,PASHCHENKO Igor,UKR,,,Athletics,2000,,Ukraine,804,PASHCHENKO Igor - UKR
Men,100 m T12,Bronze,POTRA Gabriel,PRT,,,Athletics,2000,,Portugal,620,POTRA Gabriel - PRT
Men,100 m T13,Gold,MEYER Nathan,ZAF,,,Athletics,2000,,South Africa,710,MEYER Nathan - ZAF
Men,100 m T13,Silver,ANDRADE Andre,BRA,,,Athletics,2000,,Brazil,76,ANDRADE Andre - BRA
Men,100 m T13,Bronze,MANGANARO Aldo,ITA,,,Athletics,2000,,Italy,380,MANGANARO Aldo - ITA
Men,100 m T20,Gold,EXPOSITO Jose Antonio,ESP,,,Athletics,2000,,Spain,724,EXPOSITO Jose Antonio - ESP
Men,100 m T20,Silver,LOPEZ Juan,ESP,,,Athletics,2000,,Spain,724,LOPEZ Juan - ESP
Men,100 m T20,Bronze,NEWELL Andrew,AUS,,,Athletics,2000,,Australia,36,NEWELL Andrew - AUS
Men,100 m T34,Gold,DAVIS Ross,USA,,,Athletics,2000,,United States of America,840,DAVIS Ross - USA
Men,100 m T34,Silver,LACHANCE Jason,CAN,,,Athletics,2000,,Canada,124,LACHANCE Jason - CAN
Men,100 m T34,Bronze,MAEBA Kazuya,JPN,,,Athletics,2000,,Japan,392,MAEBA Kazuya - JPN
Men,100 m T35,Gold,UPSDELL Lloyd,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,UPSDELL Lloyd - GBR
Men,100 m T35,Silver,DZYUBA Roman,UKR,,,Athletics,2000,,Ukraine,804,DZYUBA Roman - UKR
Men,100 m T35,Bronze,WHITE Richard,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,WHITE Richard - GBR
Men,100 m T36,Gold,SO Wa Wai,HKG,,,Athletics,2000,,Hong Kong,344,SO Wa Wai - HKG
Men,100 m T36,Silver,NORENKO Serhiy,UKR,,,Athletics,2000,,Ukraine,804,NORENKO Serhiy - UKR
Men,100 m T36,Bronze,ZHYLTSOV Andriy,UKR,,,Athletics,2000,,Ukraine,804,ZHYLTSOV Andriy - UKR
Men,100 m T37,Gold,ALLEK Mohamed,DZA,,,Athletics,2000,,Algeria,12,ALLEK Mohamed - DZA
Men,100 m T37,Silver,HABER Peter,DEU,,,Athletics,2000,,Germany,276,HABER Peter - DEU
Men,100 m T37,Bronze,SLADE Matthew,NZL,,,Athletics,2000,,New Zealand,554,SLADE Matthew - NZL
Men,100 m T38,Gold,SULLIVAN Tim,AUS,,,Athletics,2000,,Australia,36,SULLIVAN Tim - AUS
Men,100 m T38,Silver,POPOV Mikhail,RUS,,,Athletics,2000,,Russian Federation,643,POPOV Mikhail - RUS
Men,100 m T38,Bronze,PAYTON Stephen,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,PAYTON Stephen - GBR
Men,100 m T42,Gold,CONNOR Earle,CAN,,,Athletics,2000,,Canada,124,CONNOR Earle - CAN
Men,100 m T42,Silver,CHRISTEN Lukas,CHE,,,Athletics,2000,,Switzerland,756,CHRISTEN Lukas - CHE
Men,100 m T42,Bronze,DANYLOV Andriy,UKR,,,Athletics,2000,,Ukraine,804,DANYLOV Andriy - UKR
Men,100 m T44,Gold,SHIRLEY Marlon,USA,,,Athletics,2000,,United States of America,840,SHIRLEY Marlon - USA
Men,100 m T44,Silver,FRASURE Timothy Brian,USA,,,Athletics,2000,,United States of America,840,FRASURE Timothy Brian - USA
Men,100 m T44,Bronze,FULLER Neil,AUS,,,Athletics,2000,,Australia,36,FULLER Neil - AUS
Men,100 m T46,Gold,MUJAJI Elliot,ZWE,,,Athletics,2000,,Zimbabwe,716,MUJAJI Elliot - ZWE
Men,100 m T46,Silver,LIANG Haichen,CHN,,,Athletics,2000,,China,156,LIANG Haichen - CHN
Men,100 m T46,Bronze,MATTHEWS Tim,AUS,,,Athletics,2000,,Australia,36,MATTHEWS Tim - AUS
Men,100 m T52,Gold,NITZ Paul,USA,,,Athletics,2000,,United States of America,840,NITZ Paul - USA
Men,100 m T52,Silver,HERNANDEZ MONDRAGON Salvador,MEX,,,Athletics,2000,,Mexico,484,HERNANDEZ MONDRAGON Salvador - MEX
Men,100 m T52,Bronze,BEAUDOIN Andre,CAN,,,Athletics,2000,,Canada,124,BEAUDOIN Andre - CAN
Men,100 m T53,Gold,LINDSAY John,AUS,,,Athletics,2000,,Australia,36,LINDSAY John - AUS
Men,100 m T53,Silver,INTASEN Sopa,THA,,,Athletics,2000,,Thailand,764,INTASEN Sopa - THA
Men,100 m T53,Bronze,ALADWANI Hamad,KWT,,,Athletics,2000,,Kuwait,414,ALADWANI Hamad - KWT
Men,100 m T54,Gold,TRAPPETT Geoff,AUS,,,Athletics,2000,,Australia,36,TRAPPETT Geoff - AUS
Men,100 m T54,Silver,ERICSSON Hakan,SWE,,,Athletics,2000,,Sweden,752,ERICSSON Hakan - SWE
Men,100 m T54,Bronze,HOLDING David,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,HOLDING David - GBR
Men,200 m T11,Gold,SANCHEZ-GUIJO Enrique,ESP,,,Athletics,2000,,Spain,724,SANCHEZ-GUIJO Enrique - ESP
Men,200 m T11,Silver,BAPTISTA Firmino,PRT,,,Athletics,2000,,Portugal,620,BAPTISTA Firmino - PRT
Men,200 m T11,Bronze,REQUENA Julio,ESP,,,Athletics,2000,,Spain,724,REQUENA Julio - ESP
Men,200 m T12,Gold,POTRA Gabriel,PRT,,,Athletics,2000,,Portugal,620,POTRA Gabriel - PRT
Men,200 m T12,Silver,LI Qiang,CHN,,,Athletics,2000,,China,156,LI Qiang - CHN
Men,200 m T12,Bronze,PASHCHENKO Igor,UKR,,,Athletics,2000,,Ukraine,804,PASHCHENKO Igor - UKR
Men,200 m T13,Gold,MEYER Nathan,ZAF,,,Athletics,2000,,South Africa,710,MEYER Nathan - ZAF
Men,200 m T13,Silver,ANDRADE Andre,BRA,,,Athletics,2000,,Brazil,76,ANDRADE Andre - BRA
Men,200 m T13,Bronze,SANTANA Ricardo,VEN,,,Athletics,2000,,"Venezuela, Bolivarian Republic of",862,SANTANA Ricardo - VEN
Men,200 m T34,Gold,LACHANCE Jason,CAN,,,Athletics,2000,,Canada,124,LACHANCE Jason - CAN
Men,200 m T34,Silver,MAEBA Kazuya,JPN,,,Athletics,2000,,Japan,392,MAEBA Kazuya - JPN
Men,200 m T34,Bronze,DAVIS Ross,USA,,,Athletics,2000,,United States of America,840,DAVIS Ross - USA
Men,200 m T35,Gold,UPSDELL Lloyd,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,UPSDELL Lloyd - GBR
Men,200 m T35,Silver,DZYUBA Roman,UKR,,,Athletics,2000,,Ukraine,804,DZYUBA Roman - UKR
Men,200 m T35,Bronze,WHITE Richard,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,WHITE Richard - GBR
Men,200 m T36,Gold,SO Wa Wai,HKG,,,Athletics,2000,,Hong Kong,344,SO Wa Wai - HKG
Men,200 m T36,Silver,NORENKO Serhiy,UKR,,,Athletics,2000,,Ukraine,804,NORENKO Serhiy - UKR
Men,200 m T37,Gold,ALLEK Mohamed,DZA,,,Athletics,2000,,Algeria,12,ALLEK Mohamed - DZA
Men,200 m T37,Silver,SLADE Matthew,NZL,,,Athletics,2000,,New Zealand,554,SLADE Matthew - NZL
Men,200 m T37,Bronze,MAHMOUD Ahmed Hassan,EGY,,,Athletics,2000,,Egypt,818,MAHMOUD Ahmed Hassan - EGY
Men,200 m T38,Gold,SULLIVAN Tim,AUS,,,Athletics,2000,,Australia,36,SULLIVAN Tim - AUS
Men,200 m T38,Silver,POPOV Mikhail,RUS,,,Athletics,2000,,Russian Federation,643,POPOV Mikhail - RUS
Men,200 m T38,Bronze,PAYTON Stephen,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,PAYTON Stephen - GBR
Men,200 m T42,Gold,CHRISTEN Lukas,CHE,,,Athletics,2000,,Switzerland,756,CHRISTEN Lukas - CHE
Men,200 m T42,Silver,CONNOR Earle,CAN,,,Athletics,2000,,Canada,124,CONNOR Earle - CAN
Men,200 m T42,Bronze,DANYLOV Andriy,UKR,,,Athletics,2000,,Ukraine,804,DANYLOV Andriy - UKR
Men,200 m T44,Gold,FULLER Neil,AUS,,,Athletics,2000,,Australia,36,FULLER Neil - AUS
Men,200 m T44,Silver,GREEN Roderick,USA,,,Athletics,2000,,United States of America,840,GREEN Roderick - USA
Men,200 m T44,Bronze,EHM Marcus,DEU,,,Athletics,2000,,Germany,276,EHM Marcus - DEU
Men,200 m T46,Gold,BARC Sebastien,FRA,,,Athletics,2000,,France,250,BARC Sebastien - FRA
Men,200 m T46,Silver,FRANCIS Heath,AUS,,,Athletics,2000,,Australia,36,FRANCIS Heath - AUS
Men,200 m T46,Bronze,MATTHEWS Tim,AUS,,,Athletics,2000,,Australia,36,MATTHEWS Tim - AUS
Men,200 m T51,Gold,DODSON Bart,USA,,,Athletics,2000,,United States of America,840,DODSON Bart - USA
Men,200 m T51,Silver,GAARDER Mikkel,NOR,,,Athletics,2000,,Norway,578,GAARDER Mikkel - NOR
Men,200 m T51,Bronze,DE VIDI Alvise,ITA,,,Athletics,2000,,Italy,380,DE VIDI Alvise - ITA
Men,200 m T52,Gold,HERNANDEZ MONDRAGON Salvador,MEX,,,Athletics,2000,,Mexico,484,HERNANDEZ MONDRAGON Salvador - MEX
Men,200 m T52,Silver,BEAUDOIN Andre,CAN,,,Athletics,2000,,Canada,124,BEAUDOIN Andre - CAN
Men,200 m T52,Bronze,BERGERON Dean,CAN,,,Athletics,2000,,Canada,124,BERGERON Dean - CAN
Men,200 m T53,Gold,FAIRBANK Pierre,FRA,,,Athletics,2000,,France,250,FAIRBANK Pierre - FRA
Men,200 m T53,Silver,WADDELL Christopher,USA,,,Athletics,2000,,United States of America,840,WADDELL Christopher - USA
Men,200 m T53,Bronze,LINDSAY John,AUS,,,Athletics,2000,,Australia,36,LINDSAY John - AUS
Men,200 m T54,Gold,KOYSUB Supachai,THA,,,Athletics,2000,,Thailand,764,KOYSUB Supachai - THA
Men,200 m T54,Silver,ISSORAT Claude,FRA,,,Athletics,2000,,France,250,ISSORAT Claude - FRA
Men,200 m T54,Bronze,ERICSSON Hakan,SWE,,,Athletics,2000,,Sweden,752,ERICSSON Hakan - SWE
Men,400 m T11,Gold,LOPES Carlos,PRT,,,Athletics,2000,,Portugal,620,LOPES Carlos - PRT
Men,400 m T11,Silver,BULLIDO Luis,ESP,,,Athletics,2000,,Spain,724,BULLIDO Luis - ESP
Men,400 m T11,Bronze,BA Aladji,FRA,,,Athletics,2000,,France,250,BA Aladji - FRA
Men,400 m T12,Gold,LI Qiang,CHN,,,Athletics,2000,,China,156,LI Qiang - CHN
Men,400 m T12,Silver,WOZNIAK Daniel,POL,,,Athletics,2000,,Poland,616,WOZNIAK Daniel - POL
Men,400 m T12,Bronze,CHEPEL Oleg,BLR,,,Athletics,2000,,Belarus,112,CHEPEL Oleg - BLR
Men,400 m T13,Gold,MITCHELL Royal,USA,,,Athletics,2000,,United States of America,840,MITCHELL Royal - USA
Men,400 m T13,Silver,LIEBENBERG Riaan,ZAF,,,Athletics,2000,,South Africa,710,LIEBENBERG Riaan - ZAF
Men,400 m T13,Bronze,ALVES Jose,PRT,,,Athletics,2000,,Portugal,620,ALVES Jose - PRT
Men,400 m T20,Gold,LOPEZ Juan,ESP,,,Athletics,2000,,Spain,724,LOPEZ Juan - ESP
Men,400 m T20,Silver,STUART Allan,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,STUART Allan - GBR
Men,400 m T20,Bronze,NEWELL Andrew,AUS,,,Athletics,2000,,Australia,36,NEWELL Andrew - AUS
Men,400 m T34,Gold,MAEBA Kazuya,JPN,,,Athletics,2000,,Japan,392,MAEBA Kazuya - JPN
Men,400 m T34,Silver,LACHANCE Jason,CAN,,,Athletics,2000,,Canada,124,LACHANCE Jason - CAN
Men,400 m T34,Bronze,DAVIS Ross,USA,,,Athletics,2000,,United States of America,840,DAVIS Ross - USA
Men,400 m T36,Gold,SO Wa Wai,HKG,,,Athletics,2000,,Hong Kong,344,SO Wa Wai - HKG
Men,400 m T36,Bronze,NORENKO Serhiy,UKR,,,Athletics,2000,,Ukraine,804,NORENKO Serhiy - UKR
Men,400 m T37,Gold,ALLEK Mohamed,DZA,,,Athletics,2000,,Algeria,12,ALLEK Mohamed - DZA
Men,400 m T37,Silver,MAHMOUD Ahmed Hassan,EGY,,,Athletics,2000,,Egypt,818,MAHMOUD Ahmed Hassan - EGY
Men,400 m T37,Bronze,RAHMOUNI Lamouri,FRA,,,Athletics,2000,,France,250,RAHMOUNI Lamouri - FRA
Men,400 m T38,Gold,SULLIVAN Tim,AUS,,,Athletics,2000,,Australia,36,SULLIVAN Tim - AUS
Men,400 m T38,Silver,PAYTON Stephen,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,PAYTON Stephen - GBR
Men,400 m T38,Bronze,PRINGLE Malcolm,ZAF,,,Athletics,2000,,South Africa,710,PRINGLE Malcolm - ZAF
Men,400 m T44,Gold,FULLER Neil,AUS,,,Athletics,2000,,Australia,36,FULLER Neil - AUS
Men,400 m T44,Silver,EHM Marcus,DEU,,,Athletics,2000,,Germany,276,EHM Marcus - DEU
Men,400 m T44,Bronze,GREEN Roderick,USA,,,Athletics,2000,,United States of America,840,GREEN Roderick - USA
Men,400 m T46,Gold,FRANCIS Heath,AUS,,,Athletics,2000,,Australia,36,FRANCIS Heath - AUS
Men,400 m T46,Silver,SOUZA Antonio,BRA,,,Athletics,2000,,Brazil,76,SOUZA Antonio - BRA
Men,400 m T46,Bronze,CRATES Danny,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,CRATES Danny - GBR
Men,400 m T51,Gold,BLATTMAN Fabian,AUS,,,Athletics,2000,,Australia,36,BLATTMAN Fabian - AUS
Men,400 m T51,Silver,DE VIDI Alvise,ITA,,,Athletics,2000,,Italy,380,DE VIDI Alvise - ITA
Men,400 m T51,Bronze,DODSON Bart,USA,,,Athletics,2000,,United States of America,840,DODSON Bart - USA
Men,400 m T52,Gold,HERNANDEZ MONDRAGON Salvador,MEX,,,Athletics,2000,,Mexico,484,HERNANDEZ MONDRAGON Salvador - MEX
Men,400 m T52,Bronze,BERGERON Dean,CAN,,,Athletics,2000,,Canada,124,BERGERON Dean - CAN
Men,400 m T53,Gold,MOON Jung Hoon,KOR,,,Athletics,2000,,"Korea, Republic of",410,MOON Jung Hoon - KOR
Men,400 m T53,Silver,FAIRBANK Pierre,FRA,,,Athletics,2000,,France,250,FAIRBANK Pierre - FRA
Men,400 m T53,Bronze,TOLLE Charles,FRA,,,Athletics,2000,,France,250,TOLLE Charles - FRA
Men,400 m T54,Gold,ISSORAT Claude,FRA,,,Athletics,2000,,France,250,ISSORAT Claude - FRA
Men,400 m T54,Silver,ADAMS Jeff,CAN,,,Athletics,2000,,Canada,124,ADAMS Jeff - CAN
Men,400 m T54,Bronze,VAN DYK Ernst Francois,ZAF,,,Athletics,2000,,South Africa,710,VAN DYK Ernst Francois - ZAF
Men,800 m T12,Gold,CARLAVILLA Cesar,ESP,,,Athletics,2000,,Spain,724,CARLAVILLA Cesar - ESP
Men,800 m T12,Silver,AVILA Abel,ESP,,,Athletics,2000,,Spain,724,AVILA Abel - ESP
Men,800 m T12,Bronze,KRA KOFFI Paul Fernand,CIV,,,Athletics,2000,,Côte d'Ivoire,384,KRA KOFFI Paul Fernand - CIV
Men,800 m T13,Gold,BOUALLEGUE Maher,TUN,,,Athletics,2000,,Tunisia,788,BOUALLEGUE Maher - TUN
Men,800 m T13,Silver,PRENDERGAST Tim,NZL,,,Athletics,2000,,New Zealand,554,PRENDERGAST Tim - NZL
Men,800 m T13,Bronze,MCGREGOR Stuart,CAN,,,Athletics,2000,,Canada,124,MCGREGOR Stuart - CAN
Men,800 m T36,Gold,HOMPANERA Ivan,ESP,,,Athletics,2000,,Spain,724,HOMPANERA Ivan - ESP
Men,800 m T36,Silver,CHOI Yong Jin,KOR,,,Athletics,2000,,"Korea, Republic of",410,CHOI Yong Jin - KOR
Men,800 m T36,Bronze,SEREDIN Danylo,UKR,,,Athletics,2000,,Ukraine,804,SEREDIN Danylo - UKR
Men,800 m T38,Gold,PRINGLE Malcolm,ZAF,,,Athletics,2000,,South Africa,710,PRINGLE Malcolm - ZAF
Men,800 m T38,Silver,STEPANSKOY Valeriy,RUS,,,Athletics,2000,,Russian Federation,643,STEPANSKOY Valeriy - RUS
Men,800 m T38,Bronze,COOPER Stephen,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,COOPER Stephen - GBR
Men,800 m T44,Gold,ANDREWS Daniel,USA,,,Athletics,2000,,United States of America,840,ANDREWS Daniel - USA
Men,800 m T44,Silver,ALAVEZ Gilberto,MEX,,,Athletics,2000,,Mexico,484,ALAVEZ Gilberto - MEX
Men,800 m T44,Bronze,LEMAR Joseph,USA,,,Athletics,2000,,United States of America,840,LEMAR Joseph - USA
Men,800 m T46,Gold,KONE Oumar,CIV,,,Athletics,2000,,Côte d'Ivoire,384,KONE Oumar - CIV
Men,800 m T46,Silver,MONTEIRO Jose,PRT,,,Athletics,2000,,Portugal,620,MONTEIRO Jose - PRT
Men,800 m T46,Bronze,FERNANDEZ Jose,ESP,,,Athletics,2000,,Spain,724,FERNANDEZ Jose - ESP
Men,800 m T51,Gold,DE VIDI Alvise,ITA,,,Athletics,2000,,Italy,380,DE VIDI Alvise - ITA
Men,800 m T51,Silver,JOHANSSON Tim,SWE,,,Athletics,2000,,Sweden,752,JOHANSSON Tim - SWE
Men,800 m T51,Bronze,BLATTMAN Fabian,AUS,,,Athletics,2000,,Australia,36,BLATTMAN Fabian - AUS
Men,800 m T52,Gold,SMITH Greg,AUS,,,Athletics,2000,,Australia,36,SMITH Greg - AUS
Men,800 m T52,Silver,REELIE Richard,CAN,,,Athletics,2000,,Canada,124,REELIE Richard - CAN
Men,800 m T52,Bronze,SANZ Santiago,ESP,,,Athletics,2000,,Spain,724,SANZ Santiago - ESP
Men,800 m T53,Gold,FREI Heinz,CHE,,,Athletics,2000,,Switzerland,756,FREI Heinz - CHE
Men,800 m T53,Silver,HIROMICHI Jun,JPN,,,Athletics,2000,,Japan,392,HIROMICHI Jun - JPN
Men,800 m T53,Bronze,FAIRBANK Pierre,FRA,,,Athletics,2000,,France,250,FAIRBANK Pierre - FRA
Men,800 m T54,Gold,ADAMS Jeff,CAN,,,Athletics,2000,,Canada,124,ADAMS Jeff - CAN
Men,800 m T54,Silver,FEARNLEY Kurt,AUS,,,Athletics,2000,,Australia,36,FEARNLEY Kurt - AUS
Men,800 m T54,Bronze,MENDOZA HERNANDEZ Saul,MEX,,,Athletics,2000,,Mexico,484,MENDOZA HERNANDEZ Saul - MEX
Men,1500 m T11,Gold,DE ALMEIDA COELHO Paulo,PRT,,,Athletics,2000,,Portugal,620,DE ALMEIDA COELHO Paulo - PRT
Men,1500 m T11,Silver,DUNKERLEY Jason Joseph,CAN,,,Athletics,2000,,Canada,124,DUNKERLEY Jason Joseph - CAN
Men,1500 m T11,Bronze,DELGADO Pedro,ESP,,,Athletics,2000,,Spain,724,DELGADO Pedro - ESP
Men,1500 m T12,Gold,CARLAVILLA Cesar,ESP,,,Athletics,2000,,Spain,724,CARLAVILLA Cesar - ESP
Men,1500 m T12,Silver,WESTLAKE Darren,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,WESTLAKE Darren - GBR
Men,1500 m T12,Bronze,SERRANO Oscar,ESP,,,Athletics,2000,,Spain,724,SERRANO Oscar - ESP
Men,1500 m T13,Gold,BOUALLEGUE Maher,TUN,,,Athletics,2000,,Tunisia,788,BOUALLEGUE Maher - TUN
Men,1500 m T13,Silver,PRENDERGAST Tim,NZL,,,Athletics,2000,,New Zealand,554,PRENDERGAST Tim - NZL
Men,1500 m T13,Bronze,GOMEZ Said,PAN,,,Athletics,2000,,Panama,591,GOMEZ Said - PAN
Men,1500 m T20,Gold,MITCHELL Paul,AUS,,,Athletics,2000,,Australia,36,MITCHELL Paul - AUS
Men,1500 m T20,Silver,BODNAR Ihor,UKR,,,Athletics,2000,,Ukraine,804,BODNAR Ihor - UKR
Men,1500 m T20,Bronze,CHUDZYNSKI Tadeusz,POL,,,Athletics,2000,,Poland,616,CHUDZYNSKI Tadeusz - POL
Men,1500 m T36,Gold,CHOI Yong Jin,KOR,,,Athletics,2000,,"Korea, Republic of",410,CHOI Yong Jin - KOR
Men,1500 m T36,Silver,SEREDIN Danylo,UKR,,,Athletics,2000,,Ukraine,804,SEREDIN Danylo - UKR
Men,1500 m T36,Bronze,GONZALEZ Jesus,ESP,,,Athletics,2000,,Spain,724,GONZALEZ Jesus - ESP
Men,1500 m T37,Gold,WROBEL Andrzej,POL,,,Athletics,2000,,Poland,616,WROBEL Andrzej - POL
Men,1500 m T37,Silver,ZIMMERMAN Dana,USA,,,Athletics,2000,,United States of America,840,ZIMMERMAN Dana - USA
Men,1500 m T37,Bronze,GOVAERTS Benny,BEL,,,Athletics,2000,,Belgium,56,GOVAERTS Benny - BEL
Men,1500 m T46,Gold,EVANS Robert De Friese,USA,,,Athletics,2000,,United States of America,840,EVANS Robert De Friese - USA
Men,1500 m T46,Silver,LACROIX Emmanuel,FRA,,,Athletics,2000,,France,250,LACROIX Emmanuel - FRA
Men,1500 m T46,Bronze,WU Yanjian,CHN,,,Athletics,2000,,China,156,WU Yanjian - CHN
Men,1500 m T51,Gold,DE VIDI Alvise,ITA,,,Athletics,2000,,Italy,380,DE VIDI Alvise - ITA
Men,1500 m T51,Silver,BLATTMAN Fabian,AUS,,,Athletics,2000,,Australia,36,BLATTMAN Fabian - AUS
Men,1500 m T51,Bronze,FORNI Giuseppe,CHE,,,Athletics,2000,,Switzerland,756,FORNI Giuseppe - CHE
Men,1500 m T52,Gold,SMITH Greg,AUS,,,Athletics,2000,,Australia,36,SMITH Greg - AUS
Men,1500 m T52,Silver,VESTERLUND Per,SWE,,,Athletics,2000,,Sweden,752,VESTERLUND Per - SWE
Men,1500 m T52,Bronze,ETZLSTORFER Christoph,AUT,,,Athletics,2000,,Austria,40,ETZLSTORFER Christoph - AUT
Men,1500 m T54,Gold,ADAMS Jeff,CAN,,,Athletics,2000,,Canada,124,ADAMS Jeff - CAN
Men,1500 m T54,Silver,NIETLISPACH Franz,CHE,,,Athletics,2000,,Switzerland,756,NIETLISPACH Franz - CHE
Men,1500 m T54,Bronze,FIGL Robert,DEU,,,Athletics,2000,,Germany,276,FIGL Robert - DEU
Men,5000 m T11,Gold,WANYOIKE Henry,KEN,,,Athletics,2000,,Kenya,404,WANYOIKE Henry - KEN
Men,5000 m T11,Silver,MATTHEWS Robert,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,MATTHEWS Robert - GBR
Men,5000 m T11,Bronze,LEDEZMA Nicolas,MEX,,,Athletics,2000,,Mexico,484,LEDEZMA Nicolas - MEX
Men,5000 m T12,Gold,THATCHER Noel,GBR,,,Athletics,2000,,United Kingdom of Great Britain and Northern Ireland,826,THATCHER Noel - GBR
Men,5000 m T12,Silver,BERISTAIN GUTIERREZ Moises,MEX,,,Athletics,2000,,Mexico,484,BERISTAIN GUTIERREZ Moises - MEX
Men,5000 m T12,Bronze,SANTANA Diosmany,CUB,,,Athletics,2000,,Cuba,192,SANTANA Diosmany - CUB
Men,5000 m T13,Gold,BOUALLEGUE Maher,TUN,,,Athletics,2000,,Tunisia,788,BOUALLEGUE Maher - TUN
Men,5000 m T13,Silver,GOMEZ Said,PAN,,,Athletics,2000,,Panama,591,GOMEZ Said - PAN
Men,5000 m T13,Bronze,BARTKENAS Kestutis,LTU,,,Athletics,2000,,Lithuania,440,BARTKENAS Kestutis - LTU
